 0.100000000  14.328  12.782  11.839   1.546   2.489   0.943
 0.120000000  13.082  11.771  10.944   1.311   2.138   0.827
 0.140000000  12.489  11.246  10.463   1.243   2.026   0.783
 0.160000000  12.063  10.855  10.098   1.208   1.965   0.757
 0.200000000  11.433  10.271   9.546   1.162   1.887   0.725
 0.250000000  10.878   9.750   9.052   1.128   1.826   0.698
 0.300000010  10.456   9.354   8.677   1.102   1.779   0.677
 0.349999990  10.112   9.034   8.374   1.078   1.738   0.660
 0.382018630   9.895   8.832   8.184   1.063   1.711   0.648
 0.448706150   9.385   8.365   7.752   1.020   1.633   0.613
 0.431574310   9.514   8.483   7.861   1.031   1.653   0.622
 0.409373070   9.702   8.654   8.019   1.048   1.683   0.635
 0.449999990   9.375   8.356   7.744   1.019   1.631   0.612
 0.450284480   9.371   8.353   7.740   1.018   1.631   0.613
 0.452274020   9.339   8.324   7.714   1.015   1.625   0.610
 0.458640340   9.274   8.265   7.661   1.009   1.613   0.604
 0.468716650   9.171   8.173   7.577   0.998   1.594   0.596
 0.480509550   9.052   8.067   7.482   0.985   1.570   0.585
 0.493482710   8.922   7.951   7.376   0.971   1.546   0.575
 0.500000000   8.856   7.892   7.324   0.964   1.532   0.568
 0.522181990   8.559   7.632   7.092   0.927   1.467   0.540
 0.540405990   8.323   7.424   6.904   0.899   1.419   0.520
 0.550000010   8.197   7.314   6.804   0.883   1.393   0.510
 0.565606710   7.979   7.127   6.639   0.852   1.340   0.488
 0.583500560   7.737   6.921   6.455   0.816   1.282   0.466
 0.600000020   7.520   6.739   6.290   0.781   1.230   0.449
 0.605227350   7.446   6.678   6.236   0.768   1.210   0.442
 0.624572280   7.173   6.453   6.035   0.720   1.138   0.418
 0.641276180   6.946   6.269   5.869   0.677   1.077   0.400
 0.649999980   6.828   6.172   5.781   0.656   1.047   0.391
 0.656993750   6.734   6.095   5.712   0.639   1.022   0.383
 0.672777830   6.528   5.924   5.555   0.604   0.973   0.369
 0.687804400   6.337   5.763   5.408   0.574   0.929   0.355
 0.699999990   6.181   5.632   5.286   0.549   0.895   0.346
 0.703178580   6.141   5.597   5.254   0.544   0.887   0.343
 0.714301650   5.998   5.475   5.140   0.523   0.858   0.335
 0.724537490   5.868   5.360   5.033   0.508   0.835   0.327
