 0.100000000  16.026  14.316  13.147   1.710   2.879   1.169
 0.120000000  14.842  13.254  12.206   1.588   2.636   1.048
 0.140000000  14.155  12.623  11.626   1.532   2.529   0.997
 0.160000000  13.651  12.157  11.192   1.494   2.459   0.965
 0.200000000  12.913  11.502  10.570   1.411   2.343   0.932
 0.250000000  12.255  10.905   9.998   1.350   2.257   0.907
 0.300000010  11.768  10.443   9.557   1.325   2.211   0.886
 0.344895090  11.396  10.089   9.217   1.307   2.179   0.872
 0.349999990  11.369  10.065   9.194   1.304   2.175   0.871
 0.358745340  11.293   9.991   9.122   1.302   2.171   0.869
 0.400000010  11.020   9.731   8.874   1.289   2.146   0.857
 0.449999990  10.655   9.385   8.548   1.270   2.107   0.837
 0.500000000  10.287   9.035   8.220   1.252   2.067   0.815
 0.540254590   9.946   8.713   7.920   1.233   2.026   0.793
 0.550000010   9.883   8.653   7.865   1.230   2.018   0.788
 0.551605820   9.867   8.638   7.851   1.229   2.016   0.787
 0.555776000   9.825   8.598   7.814   1.227   2.011   0.784
 0.558799980   9.793   8.569   7.787   1.224   2.006   0.782
 0.600000020   9.448   8.244   7.487   1.204   1.961   0.757
 0.649999980   8.966   7.812   7.098   1.154   1.868   0.714
 0.695068900   8.501   7.401   6.733   1.100   1.768   0.668
 0.699999990   8.453   7.358   6.696   1.095   1.757   0.662
 0.726043110   8.154   7.101   6.475   1.053   1.679   0.626
 0.750000000   7.886   6.870   6.277   1.016   1.609   0.593
 0.800000010   7.347   6.410   5.883   0.937   1.464   0.527
 0.838245210   6.968   6.088   5.604   0.880   1.364   0.484
 0.850000020   6.856   5.995   5.522   0.861   1.334   0.473
 0.897706990   6.427   5.634   5.202   0.793   1.225   0.432
 0.899999980   6.407   5.618   5.188   0.789   1.219   0.430
 0.930868390   6.147   5.401   4.992   0.746   1.155   0.409
 0.949999990   5.989   5.269   4.873   0.720   1.116   0.396
 0.962625090   5.889   5.184   4.796   0.705   1.093   0.388
 0.992115500   5.661   4.992   4.621   0.669   1.040   0.371
 1.000000000   5.601   4.942   4.575   0.659   1.026   0.367
 1.012963650   5.504   4.859   4.498   0.645   1.006   0.361
 1.040059450   5.303   4.687   4.340   0.616   0.963   0.347
 1.049999950   5.231   4.625   4.283   0.606   0.948   0.342
 1.072665690   5.072   4.487   4.154   0.585   0.918   0.333
 1.096200590   4.910   4.346   4.022   0.564   0.888   0.324
 1.100000020   4.884   4.323   4.001   0.561   0.883   0.322
 1.117559310   4.766   4.219   3.904   0.547   0.862   0.315
 1.138986110   4.624   4.093   3.785   0.531   0.839   0.308
 1.149999980   4.552   4.030   3.725   0.522   0.827   0.305
 1.152132630   4.538   4.017   3.714   0.521   0.824   0.303
 1.173152570   4.405   3.899   3.601   0.506   0.804   0.298
