 0.100000000  16.014  14.306  13.139   1.708   2.875   1.167
 0.120000000  14.830  13.243  12.197   1.587   2.633   1.046
 0.140000000  14.139  12.609  11.613   1.530   2.526   0.996
 0.160000000  13.626  12.136  11.172   1.490   2.454   0.964
 0.200000000  12.866  11.457  10.526   1.409   2.340   0.931
 0.250000000  12.200  10.850   9.944   1.350   2.256   0.906
 0.300000010  11.710  10.387   9.499   1.323   2.211   0.888
 0.349999990  11.323  10.019   9.148   1.304   2.175   0.871
 0.400000010  10.988   9.700   8.844   1.288   2.144   0.856
 0.422449860  10.816   9.537   8.690   1.279   2.126   0.847
 0.449999990  10.614   9.346   8.510   1.268   2.104   0.836
 0.500000000  10.242   8.991   8.178   1.251   2.064   0.813
 0.520429550  10.057   8.816   8.014   1.241   2.043   0.802
 0.550000010   9.807   8.580   7.795   1.227   2.012   0.785
 0.561716440   9.697   8.476   7.699   1.221   1.998   0.777
 0.589026930   9.448   8.243   7.484   1.205   1.964   0.759
 0.600000020   9.349   8.153   7.403   1.196   1.946   0.750
 0.632229090   9.014   7.853   7.133   1.161   1.881   0.720
 0.649999980   8.833   7.691   6.988   1.142   1.845   0.703
 0.690471830   8.370   7.283   6.629   1.087   1.741   0.654
 0.699999990   8.263   7.190   6.547   1.073   1.716   0.643
 0.727644440   7.911   6.887   6.287   1.024   1.624   0.600
 0.750000000   7.641   6.654   6.087   0.987   1.554   0.567
 0.760928990   7.508   6.540   5.989   0.968   1.519   0.551
 0.785905660   7.208   6.283   5.768   0.925   1.440   0.515
 0.800000010   7.047   6.146   5.648   0.901   1.399   0.498
 0.802439510   7.020   6.123   5.628   0.897   1.392   0.495
 0.825083670   6.769   5.910   5.439   0.859   1.330   0.471
 0.846215130   6.538   5.712   5.264   0.826   1.274   0.448
 0.850000020   6.497   5.678   5.233   0.819   1.264   0.445
 0.862434390   6.368   5.568   5.134   0.800   1.234   0.434
 0.882958470   6.155   5.388   4.970   0.767   1.185   0.418
 0.899999980   5.980   5.238   4.833   0.742   1.147   0.405
 0.914116200   5.836   5.114   4.719   0.722   1.117   0.395
 0.933062910   5.647   4.949   4.566   0.698   1.081   0.383
 0.949999990   5.479   4.802   4.428   0.677   1.051   0.374
 0.963963510   5.342   4.680   4.312   0.662   1.030   0.368
 0.981207730   5.177   4.531   4.170   0.646   1.007   0.361
 0.997369410   5.030   4.394   4.038   0.636   0.992   0.356
