 0.100000000  14.340  12.791  11.847   1.549   2.493   0.944
 0.120000000  13.091  11.779  10.951   1.312   2.140   0.828
 0.140000000  12.501  11.257  10.473   1.244   2.028   0.784
 0.160000000  12.080  10.872  10.114   1.208   1.966   0.758
 0.200000000  11.452  10.289   9.564   1.163   1.888   0.725
 0.250000000  10.893   9.764   9.066   1.129   1.827   0.698
 0.300000010  10.467   9.364   8.687   1.103   1.780   0.677
 0.395851370   9.824   8.765   8.122   1.059   1.702   0.643
 0.361763570  10.035   8.962   8.306   1.073   1.729   0.656
 0.427654470   9.563   8.528   7.902   1.035   1.661   0.626
 0.411375580   9.697   8.650   8.015   1.047   1.682   0.635
 0.449999990   9.395   8.374   7.760   1.021   1.635   0.614
 0.452956110   9.352   8.336   7.725   1.016   1.627   0.611
 0.454895380   9.321   8.308   7.700   1.013   1.621   0.608
 0.464469550   9.232   8.228   7.627   1.004   1.605   0.601
 0.477540520   9.106   8.115   7.525   0.991   1.581   0.590
 0.492153970   8.966   7.990   7.411   0.976   1.555   0.579
 0.500000000   8.891   7.923   7.350   0.968   1.541   0.573
 0.524541020   8.574   7.645   7.103   0.929   1.471   0.542
 0.548457210   8.277   7.384   6.868   0.893   1.409   0.516
 0.550000010   8.258   7.367   6.853   0.891   1.405   0.514
 0.561517950   8.103   7.234   6.735   0.869   1.368   0.499
 0.584823910   7.796   6.972   6.502   0.824   1.294   0.470
 0.600000020   7.607   6.813   6.358   0.794   1.249   0.455
 0.603428780   7.560   6.775   6.324   0.785   1.236   0.451
 0.620857890   7.326   6.581   6.150   0.745   1.176   0.431
 0.643782260   7.028   6.338   5.933   0.690   1.095   0.405
 0.649999980   6.949   6.274   5.875   0.675   1.074   0.399
 0.661571150   6.803   6.154   5.767   0.649   1.036   0.387
 0.682205140   6.549   5.945   5.577   0.604   0.972   0.368
 0.699999990   6.338   5.770   5.416   0.568   0.922   0.354
 0.710044860   6.222   5.671   5.325   0.551   0.897   0.346
 0.724069240   6.059   5.532   5.196   0.527   0.863   0.336
 0.736628710   5.915   5.407   5.080   0.508   0.835   0.327
 0.748793130   5.777   5.286   4.967   0.491   0.810   0.319
 0.750000000   5.763   5.274   4.955   0.489   0.808   0.319
 0.750444830   5.758   5.269   4.951   0.489   0.807   0.318
 0.764194610   5.601   5.129   4.819   0.472   0.782   0.310
 0.776949760   5.453   4.996   4.694   0.457   0.759   0.302
 0.788822470   5.313   4.869   4.574   0.444   0.739   0.295
 0.799706880   5.182   4.750   4.461   0.432   0.721   0.289
 0.800000010   5.178   4.747   4.458   0.431   0.720   0.289
 0.810549560   5.047   4.627   4.344   0.420   0.703   0.283
 0.820770320   4.915   4.505   4.228   0.410   0.687   0.277
 0.829857890   4.793   4.392   4.120   0.401   0.673   0.272
 0.838380630   4.674   4.281   4.014   0.393   0.660   0.267
 0.846393820   4.559   4.173   3.911   0.386   0.648   0.262
 0.850000020   4.506   4.123   3.863   0.383   0.643   0.260
 0.852137450   4.475   4.094   3.835   0.381   0.640   0.259
 0.859777090   4.361   3.987   3.731   0.374   0.630   0.256
 0.869482870   4.209   3.841   3.590   0.368   0.619   0.251
 0.877087950   4.082   3.718   3.469   0.364   0.613   0.249
 0.877320830   4.078   3.714   3.465   0.364   0.613   0.249
 0.884913030   3.941   3.578   3.328   0.363   0.613   0.250
 0.891861860   3.807   3.437   3.184   0.370   0.623   0.253
 0.895385030   3.735   3.360   3.102   0.375   0.633   0.258
 0.897343990   3.693   3.311   3.050   0.382   0.643   0.261
 0.899999980   3.635   3.243   2.975   0.392   0.660   0.268
 0.900513410   3.624   3.230   2.961   0.394   0.663   0.269
 0.903419910   3.566   3.150   2.868   0.416   0.698   0.282
 0.905552570   3.537   3.092   2.794   0.445   0.743   0.298
 0.907199260   3.532   3.054   2.738   0.478   0.794   0.316
 0.908560280   3.549   3.035   2.702   0.514   0.847   0.333
 0.909793910   3.574   3.020   2.668   0.554   0.906   0.352
 0.910909470   3.563   2.974   2.607   0.589   0.956   0.367
 0.911936880   3.504   2.889   2.509   0.615   0.995   0.380
 0.912508430   3.451   2.822   2.438   0.629   1.013   0.384
 0.912760080   3.421   2.788   2.402   0.633   1.019   0.386
 0.913426460   3.335   2.691   2.300   0.644   1.035   0.391
 0.914071140   3.240   2.587   2.192   0.653   1.048   0.395
 0.914693590   3.137   2.476   2.078   0.661   1.059   0.398
 0.915338700   3.021   2.352   1.951   0.669   1.070   0.401
 0.915877640   2.916   2.240   1.836   0.676   1.080   0.404
 0.916423800   2.800   2.118   1.711   0.682   1.089   0.407
 0.916917030   2.687   1.999   1.588   0.688   1.099   0.411
 0.917393210   2.570   1.874   1.460   0.696   1.110   0.414
 0.917797800   2.462   1.758   1.341   0.704   1.121   0.417
 0.918169440   2.355   1.643   1.223   0.712   1.132   0.420
 0.918509600   2.249   1.528   1.104   0.721   1.145   0.424
 0.918829320   2.140   1.411   0.983   0.729   1.157   0.428
 0.919098850   2.042   1.304   0.873   0.738   1.169   0.431
 0.919358370   1.939   1.191   0.757   0.748   1.182   0.434
 0.919599290   1.837   1.079   0.640   0.758   1.197   0.439
 0.919815600   1.737   0.969   0.526   0.768   1.211   0.443
 0.920014380   1.638   0.860   0.413   0.778   1.225   0.447
 0.920185510   1.548   0.759   0.308   0.789   1.240   0.451
 0.920352280   1.453   0.652   0.196   0.801   1.257   0.456
 0.920500160   1.362   0.549   0.089   0.813   1.273   0.460
 0.920639510   1.272   0.447  -0.018   0.825   1.290   0.465
 0.920767550   1.184   0.347  -0.122   0.837   1.306   0.469
 0.920882820   1.102   0.252  -0.223   0.850   1.325   0.475
 0.920995890   1.016   0.154  -0.326   0.862   1.342   0.480
 0.921103000   0.939   0.064  -0.421   0.875   1.360   0.485
 0.921239500   0.872  -0.013  -0.502   0.885   1.374   0.489
 0.921293380   0.896   0.016  -0.471   0.880   1.367   0.487
 0.921360550   0.942   0.073  -0.410   0.869   1.352   0.483
